Stay Name,Stay Type,Country,City,Amenities,Price per Night (USD)
Majestic Hotels,Vacation Tours and Travels,Canada,Toronto,"24hr Reception, TV, Air Conditioning, Parking, Vehicle Rentals, Guided City Tours",86.77
Royal Lodge,Hotel,Australia,Brisbane,"Parking, WiFi, Room Service, Air Conditioning, 24hr Reception, TV, Concierge, Mini Bar",186.54
Urban Lodge,Business Trips and Meet Stays,Australia,Sydney,"TV, Parking, Air Conditioning, WiFi, Room Service, Projector Facility, Conference Room",211.57
Tranquil Business Rooms,Hotel,Canada,Vancouver,"Room Service, Air Conditioning, 24hr Reception, WiFi, TV, Concierge",56.89
Oceanic Suites,Hotel,USA,Miami,"Parking, TV, WiFi, Concierge, Laundry Service",124.51
Azure Travels,Hotel,South Africa,Cape Town,"Parking, TV, Air Conditioning, WiFi, 24hr Reception, Laundry Service",90.08
Tranquil Resort,Vacation Tours and Travels,France,Paris,"Air Conditioning, Parking, TV, Room Service, WiFi, Local Cuisine Sampling, Vehicle Rentals",65.99
Oceanic Inn,Business Trips and Meet Stays,Japan,Osaka,"Air Conditioning, 24hr Reception, WiFi, TV, Room Service, Business Center",90.95
Oceanic Business Rooms,Vacation Tours and Travels,UK,London,"Air Conditioning, WiFi, Room Service, TV, Guided City Tours, Local Cuisine Sampling",103.52
Moonlight Suites,Hotel,UK,London,"Parking, TV, Room Service, Air Conditioning, Laundry Service, Concierge",157.4
Majestic Lodge,Resort,India,Delhi,"Room Service, Parking, WiFi, Air Conditioning, Nature Walks",372.21
Sapphire Suites,Vacation Tours and Travels,Germany,Munich,"TV, Room Service, WiFi, Vehicle Rentals, Local Cuisine Sampling",76.12
Palm Suites,Resort,USA,Los Angeles,"Room Service, 24hr Reception, TV, Spa",269.8
Azure Retreat,Hotel,Japan,Kyoto,"Room Service, WiFi, Parking, Concierge, Mini Bar",67.3
Majestic Retreat,Resort,Brazil,São Paulo,"24hr Reception, TV, WiFi, Spa",112.74
Sapphire Retreat,Business Trips and Meet Stays,UK,Birmingham,"WiFi, 24hr Reception, TV, Air Conditioning, Parking, Work Desk, Projector Facility",189.42
Palm Resort,Business Trips and Meet Stays,Germany,Munich,"Air Conditioning, TV, 24hr Reception, WiFi, Parking, Room Service, Conference Room, Projector Facility",240.69
Amber Suites,Resort,South Africa,Durban,"Room Service, TV, 24hr Reception, Air Conditioning, Parking, WiFi, Private Beach, Spa",139.26
Skyline Suites,Hotel,France,Lyon,"Parking, 24hr Reception, WiFi, Concierge",64.69
Golden Hotels,Business Trips and Meet Stays,Australia,Melbourne,"24hr Reception, WiFi, Room Service, Business Center",239.69
Amber Hotels,Business Trips and Meet Stays,France,Marseille,"Room Service, WiFi, 24hr Reception, Air Conditioning, TV, Work Desk",163.2
Vikas Resort,Resort,Japan,Tokyo,"WiFi, 24hr Reception, Room Service, Parking, Air Conditioning, TV, Private Beach, Spa",112.34
Greenfield Tours,Resort,Japan,Osaka,"TV, WiFi, Room Service, Air Conditioning, Parking, Private Beach",104.74
Cosmic Retreat,Hotel,France,Paris,"Air Conditioning, 24hr Reception, TV, Room Service, WiFi, Mini Bar, Laundry Service",85.76
Amber Tours,Hotel,UK,Manchester,"24hr Reception, WiFi, TV, Room Service, Air Conditioning, Parking, Laundry Service, Concierge",190.32
Urban Resort,Business Trips and Meet Stays,France,Marseille,"Room Service, TV, Air Conditioning, 24hr Reception, Business Center",208.84
Heritage Motel,Hotel,Germany,Berlin,"Air Conditioning, WiFi, Parking, Concierge",168.39
Greenfield Suites,Hotel,Brazil,Rio de Janeiro,"24hr Reception, TV, Air Conditioning, Room Service, Parking, WiFi, Concierge",154.12
Urban Travels,Hotel,USA,New York,"Air Conditioning, TV, 24hr Reception, WiFi, Mini Bar, Concierge",120.54
Amber Resort,Resort,Canada,Toronto,"Parking, Air Conditioning, WiFi, 24hr Reception, Spa",301.31
Skyline Motel,Vacation Tours and Travels,Brazil,São Paulo,"TV, Room Service, Parking, Air Conditioning, Local Cuisine Sampling, Vehicle Rentals",63.89
Paradise Tours,Hotel,France,Marseille,"24hr Reception, Parking, Air Conditioning, TV, WiFi, Laundry Service",172.65
Azure Resort,Resort,France,Marseille,"Air Conditioning, Room Service, 24hr Reception, TV, Parking, WiFi, Nature Walks, Spa",391.97
Imperial Lodge,Vacation Tours and Travels,Germany,Berlin,"Parking, WiFi, Room Service, TV, Guided City Tours, Local Cuisine Sampling",32.79
Palm Tours,Resort,Brazil,Brasília,"Room Service, 24hr Reception, Parking, TV, Spa, Adventure Sports",283.99
Palm Motel,Vacation Tours and Travels,Brazil,Rio de Janeiro,"WiFi, TV, Air Conditioning, 24hr Reception, Parking, Guided City Tours, Local Cuisine Sampling",53.62
Sunset Lodge,Business Trips and Meet Stays,India,Delhi,"TV, 24hr Reception, WiFi, Room Service, Air Conditioning, Parking, Work Desk",104.12
Moonlight Suites,Resort,Japan,Osaka,"Air Conditioning, TV, Parking, Nature Walks",236.63
Imperial Suites,Resort,India,Bangalore,"Air Conditioning, TV, 24hr Reception, Spa",202.25
Palm Retreat,Business Trips and Meet Stays,USA,New York,"Room Service, WiFi, TV, Work Desk",81.37
Imperial Resort,Resort,France,Paris,"24hr Reception, Room Service, Air Conditioning, Adventure Sports, Spa",321.94
Oceanic Inn,Hotel,USA,New York,"Parking, WiFi, Air Conditioning, Concierge, Laundry Service",117.07
Golden Resort,Vacation Tours and Travels,Canada,Vancouver,"Air Conditioning, WiFi, 24hr Reception, Room Service, Guided City Tours",65.84
Paradise Resort,Hotel,Australia,Brisbane,"WiFi, 24hr Reception, Air Conditioning, Mini Bar, Laundry Service",164.06
Cosmic Travels,Vacation Tours and Travels,France,Lyon,"Parking, Air Conditioning, Room Service, TV, WiFi, Vehicle Rentals",95.67
Paradise Business Rooms,Vacation Tours and Travels,France,Marseille,"TV, Air Conditioning, Parking, WiFi, 24hr Reception, Room Service, Vehicle Rentals",139.45
Royal Motel,Hotel,France,Lyon,"TV, Air Conditioning, WiFi, Room Service, 24hr Reception, Mini Bar, Concierge",168.94
Maple Lodge,Business Trips and Meet Stays,India,Hyderabad,"Parking, Room Service, WiFi, 24hr Reception, Air Conditioning, TV, Projector Facility",121.15
Skyline Business Rooms,Resort,Germany,Frankfurt,"TV, Air Conditioning, WiFi, Room Service, Parking, 24hr Reception, Private Beach",343.09
Azure Motel,Business Trips and Meet Stays,France,Lyon,"Air Conditioning, 24hr Reception, TV, WiFi, Business Center",201.57
Maple Lodge,Business Trips and Meet Stays,UK,Birmingham,"TV, Room Service, Air Conditioning, Parking, Projector Facility",92.63
Royal Suites,Hotel,India,Delhi,"Air Conditioning, TV, Room Service, Mini Bar, Laundry Service",87.09
Urban Lodge,Vacation Tours and Travels,Australia,Melbourne,"Room Service, 24hr Reception, TV, Guided City Tours, Local Cuisine Sampling",127.93
Greenfield Lodge,Resort,Brazil,Brasília,"24hr Reception, Air Conditioning, WiFi, TV, Parking, Room Service, Spa",351.59
Sapphire Tours,Hotel,UK,Birmingham,"WiFi, Air Conditioning, Parking, Room Service, Concierge",163.95
Majestic Hotels,Resort,Australia,Melbourne,"WiFi, TV, Room Service, Air Conditioning, Adventure Sports",314.53
Sapphire Motel,Resort,Brazil,Brasília,"Air Conditioning, WiFi, Room Service, Nature Walks, Adventure Sports",223.65
Greenfield Tours,Business Trips and Meet Stays,UK,London,"Air Conditioning, Room Service, Parking, TV, Work Desk, Conference Room",94.14
Palm Business Rooms,Hotel,India,Hyderabad,"TV, 24hr Reception, Room Service, Laundry Service, Concierge",153.11
Sapphire Business Rooms,Hotel,USA,Miami,"Air Conditioning, Parking, TV, WiFi, Room Service, 24hr Reception, Laundry Service, Concierge",100.72
Sunset Retreat,Vacation Tours and Travels,Germany,Berlin,"WiFi, Parking, Air Conditioning, Room Service, TV, 24hr Reception, Guided City Tours",69.88
Greenfield Inn,Business Trips and Meet Stays,Germany,Munich,"TV, WiFi, Parking, Projector Facility, Work Desk",249.72
Sapphire Retreat,Hotel,USA,Miami,"TV, Air Conditioning, Room Service, Laundry Service, Concierge",90.63
Amber Hotels,Vacation Tours and Travels,South Africa,Cape Town,"24hr Reception, TV, Room Service, Vehicle Rentals, Guided City Tours",123.5
Sunset Resort,Vacation Tours and Travels,Canada,Montreal,"Parking, Air Conditioning, Room Service, 24hr Reception, TV, Local Cuisine Sampling",96.06
Greenfield Hotels,Vacation Tours and Travels,Australia,Sydney,"Room Service, Air Conditioning, Parking, TV, Guided City Tours, Vehicle Rentals",103.89
Urban Lodge,Hotel,Brazil,Brasília,"WiFi, Parking, Air Conditioning, Concierge",145.48
Royal Inn,Vacation Tours and Travels,UK,Manchester,"TV, WiFi, 24hr Reception, Room Service, Vehicle Rentals",107.33
Tranquil Resort,Vacation Tours and Travels,Brazil,Brasília,"Air Conditioning, WiFi, 24hr Reception, Room Service, Local Cuisine Sampling, Vehicle Rentals",36.18
Royal Tours,Hotel,Australia,Sydney,"WiFi, Air Conditioning, Parking, 24hr Reception, TV, Room Service, Concierge",88.65
Vikas Inn,Vacation Tours and Travels,Japan,Osaka,"TV, Room Service, Parking, WiFi, 24hr Reception, Air Conditioning, Local Cuisine Sampling",134.61
Cosmic Travels,Business Trips and Meet Stays,Brazil,Rio de Janeiro,"Parking, TV, Air Conditioning, Room Service, WiFi, Business Center, Conference Room",188.35
Royal Motel,Vacation Tours and Travels,Brazil,São Paulo,"Air Conditioning, WiFi, Room Service, Vehicle Rentals",38.8
Cosmic Inn,Resort,Brazil,Brasília,"WiFi, 24hr Reception, Air Conditioning, TV, Room Service, Adventure Sports, Spa",168.05
Maple Tours,Hotel,South Africa,Johannesburg,"24hr Reception, Air Conditioning, WiFi, Room Service, Mini Bar, Laundry Service",178.01
Azure Business Rooms,Hotel,France,Lyon,"WiFi, 24hr Reception, Room Service, Concierge, Laundry Service",68.57
Tranquil Motel,Hotel,South Africa,Durban,"Parking, 24hr Reception, Air Conditioning, WiFi, TV, Mini Bar, Laundry Service",73.44
Sunset Lodge,Vacation Tours and Travels,Brazil,São Paulo,"Air Conditioning, TV, WiFi, Parking, 24hr Reception, Local Cuisine Sampling",48.18
Moonlight Resort,Resort,Brazil,São Paulo,"WiFi, 24hr Reception, Parking, Room Service, Private Beach, Nature Walks",330.81
Azure Motel,Resort,Japan,Osaka,"Air Conditioning, Room Service, Parking, Private Beach, Nature Walks",100.12
Majestic Travels,Resort,UK,Birmingham,"Parking, TV, Air Conditioning, Room Service, 24hr Reception, Adventure Sports",322.38
Golden Lodge,Hotel,Brazil,São Paulo,"TV, WiFi, Air Conditioning, Parking, 24hr Reception, Laundry Service",73.87
Majestic Retreat,Vacation Tours and Travels,UK,London,"Air Conditioning, Room Service, WiFi, Vehicle Rentals, Local Cuisine Sampling",99.69
Imperial Hotels,Resort,Germany,Frankfurt,"Room Service, Parking, WiFi, Adventure Sports",123.35
Vikas Inn,Resort,UK,Manchester,"Air Conditioning, Room Service, 24hr Reception, Private Beach, Adventure Sports",358.43
Vikas Retreat,Vacation Tours and Travels,France,Lyon,"Room Service, Parking, 24hr Reception, Air Conditioning, Local Cuisine Sampling",39.81
Vikas Tours,Business Trips and Meet Stays,Germany,Frankfurt,"Parking, Room Service, WiFi, Air Conditioning, 24hr Reception, TV, Business Center",104.6
Golden Tours,Resort,Japan,Tokyo,"Room Service, WiFi, Air Conditioning, 24hr Reception, TV, Adventure Sports",312.93
Maple Retreat,Hotel,Germany,Frankfurt,"Air Conditioning, 24hr Reception, Parking, WiFi, Mini Bar, Concierge",52.16
Imperial Hotels,Vacation Tours and Travels,Japan,Tokyo,"WiFi, Parking, Room Service, TV, 24hr Reception, Air Conditioning, Local Cuisine Sampling",33.09
Maple Motel,Vacation Tours and Travels,Japan,Tokyo,"TV, Parking, Air Conditioning, Vehicle Rentals",46.44
Moonlight Resort,Hotel,USA,Chicago,"Room Service, WiFi, Parking, Concierge, Mini Bar",68.07
Azure Travels,Hotel,UK,London,"WiFi, TV, Air Conditioning, Mini Bar, Concierge",118.93
Sunset Lodge,Resort,France,Paris,"Air Conditioning, WiFi, Parking, 24hr Reception, TV, Spa",351.48
Sapphire Business Rooms,Vacation Tours and Travels,Canada,Toronto,"TV, Air Conditioning, 24hr Reception, Parking, Room Service, Guided City Tours, Local Cuisine Sampling",37.11
Urban Resort,Vacation Tours and Travels,Germany,Berlin,"WiFi, Air Conditioning, Room Service, TV, Parking, 24hr Reception, Local Cuisine Sampling, Vehicle Rentals",95.05
Royal Retreat,Resort,France,Paris,"WiFi, Air Conditioning, Room Service, Parking, TV, 24hr Reception, Private Beach",260.56
Azure Lodge,Hotel,France,Lyon,"Air Conditioning, WiFi, 24hr Reception, Parking, Laundry Service, Mini Bar",86.64
Vikas Retreat,Resort,France,Lyon,"Air Conditioning, TV, WiFi, Adventure Sports",397.52
Vikas Inn,Vacation Tours and Travels,UK,Manchester,"TV, Room Service, Parking, Air Conditioning, WiFi, Vehicle Rentals, Local Cuisine Sampling",100.94
Greenfield Inn,Business Trips and Meet Stays,Japan,Tokyo,"Air Conditioning, TV, Parking, WiFi, Room Service, Work Desk",235.86
Skyline Suites,Resort,South Africa,Johannesburg,"24hr Reception, TV, WiFi, Adventure Sports, Private Beach",255.97
Vikas Travels,Vacation Tours and Travels,South Africa,Johannesburg,"Room Service, WiFi, 24hr Reception, Parking, Air Conditioning, TV, Vehicle Rentals, Guided City Tours",34.1
Vikas Inn,Vacation Tours and Travels,Germany,Frankfurt,"WiFi, Room Service, 24hr Reception, Air Conditioning, Vehicle Rentals, Guided City Tours",50.33
Azure Tours,Business Trips and Meet Stays,Australia,Brisbane,"24hr Reception, Air Conditioning, Parking, TV, Room Service, Projector Facility, Business Center",139.44
Sunset Lodge,Business Trips and Meet Stays,Brazil,São Paulo,"Room Service, 24hr Reception, Parking, WiFi, TV, Air Conditioning, Business Center, Projector Facility",169.53
Royal Travels,Business Trips and Meet Stays,Japan,Osaka,"TV, Parking, Room Service, 24hr Reception, Projector Facility, Conference Room",135.01
Amber Travels,Business Trips and Meet Stays,Canada,Vancouver,"TV, 24hr Reception, Air Conditioning, WiFi, Business Center, Projector Facility",150.49
Vikas Motel,Resort,Japan,Tokyo,"Room Service, WiFi, Parking, TV, Spa, Private Beach",389.69
Majestic Travels,Business Trips and Meet Stays,Australia,Sydney,"Room Service, Air Conditioning, Parking, TV, 24hr Reception, WiFi, Conference Room",228.3
Majestic Hotels,Hotel,Canada,Vancouver,"Air Conditioning, WiFi, Room Service, TV, Parking, 24hr Reception, Concierge",66.42
Heritage Hotels,Vacation Tours and Travels,Japan,Osaka,"Air Conditioning, Parking, 24hr Reception, TV, WiFi, Room Service, Local Cuisine Sampling, Guided City Tours",99.03
Sapphire Retreat,Resort,Japan,Kyoto,"Air Conditioning, WiFi, 24hr Reception, Room Service, Private Beach, Adventure Sports",115.96
Tranquil Retreat,Resort,Brazil,Brasília,"Parking, Room Service, 24hr Reception, WiFi, Air Conditioning, Private Beach, Spa",316.56
Amber Suites,Hotel,Australia,Sydney,"TV, Parking, WiFi, Room Service, 24hr Reception, Mini Bar",68.21
Sunset Motel,Vacation Tours and Travels,Australia,Brisbane,"24hr Reception, TV, Air Conditioning, WiFi, Room Service, Parking, Guided City Tours",118.62
Paradise Hotels,Resort,UK,London,"24hr Reception, Air Conditioning, Room Service, Parking, Nature Walks",349.99
Palm Suites,Vacation Tours and Travels,Australia,Melbourne,"Room Service, TV, 24hr Reception, WiFi, Parking, Vehicle Rentals",65.57
Royal Resort,Vacation Tours and Travels,Germany,Frankfurt,"TV, Air Conditioning, 24hr Reception, Room Service, WiFi, Parking, Guided City Tours, Local Cuisine Sampling",96.53
Golden Resort,Resort,India,Delhi,"Parking, TV, WiFi, 24hr Reception, Air Conditioning, Room Service, Adventure Sports, Private Beach",145.38
Sunset Suites,Business Trips and Meet Stays,Brazil,São Paulo,"Room Service, 24hr Reception, Parking, TV, Work Desk",185.32
Greenfield Hotels,Business Trips and Meet Stays,Japan,Kyoto,"TV, 24hr Reception, WiFi, Room Service, Air Conditioning, Projector Facility",180.76
Greenfield Travels,Resort,South Africa,Durban,"24hr Reception, TV, Air Conditioning, WiFi, Parking, Room Service, Private Beach, Nature Walks",377.99
Greenfield Hotels,Hotel,France,Lyon,"24hr Reception, WiFi, TV, Parking, Mini Bar",122.93
Sapphire Resort,Resort,UK,Manchester,"TV, Room Service, Parking, WiFi, 24hr Reception, Air Conditioning, Adventure Sports",210.22
Paradise Motel,Hotel,Canada,Toronto,"WiFi, TV, 24hr Reception, Room Service, Concierge",137.69
Moonlight Tours,Business Trips and Meet Stays,USA,Los Angeles,"WiFi, TV, 24hr Reception, Parking, Air Conditioning, Room Service, Projector Facility",227.81
Greenfield Motel,Business Trips and Meet Stays,USA,New York,"Parking, TV, 24hr Reception, Air Conditioning, WiFi, Conference Room",119.53
Maple Motel,Vacation Tours and Travels,Japan,Kyoto,"Room Service, TV, 24hr Reception, Parking, WiFi, Air Conditioning, Vehicle Rentals, Guided City Tours",99.36
Royal Lodge,Resort,Canada,Vancouver,"Parking, Room Service, TV, Adventure Sports, Spa",320.01
Urban Travels,Business Trips and Meet Stays,UK,Manchester,"24hr Reception, Parking, Air Conditioning, WiFi, Room Service, Work Desk",192.26
Heritage Inn,Business Trips and Meet Stays,Japan,Tokyo,"Air Conditioning, Parking, WiFi, TV, Room Service, 24hr Reception, Work Desk",114.16
Oceanic Retreat,Resort,USA,Chicago,"WiFi, TV, Room Service, Air Conditioning, Parking, Adventure Sports",368.26
Greenfield Motel,Vacation Tours and Travels,Australia,Sydney,"TV, Room Service, Parking, Local Cuisine Sampling",128.47
Sapphire Business Rooms,Vacation Tours and Travels,Canada,Toronto,"24hr Reception, Air Conditioning, WiFi, Room Service, Parking, Vehicle Rentals",108.46
Majestic Inn,Vacation Tours and Travels,UK,Manchester,"WiFi, Air Conditioning, Room Service, Parking, TV, Vehicle Rentals, Local Cuisine Sampling",105.55
Tranquil Business Rooms,Vacation Tours and Travels,Germany,Berlin,"Air Conditioning, 24hr Reception, TV, Local Cuisine Sampling",134.0
Paradise Motel,Vacation Tours and Travels,Brazil,São Paulo,"Parking, WiFi, Air Conditioning, TV, Guided City Tours, Local Cuisine Sampling",34.61
Golden Suites,Resort,Germany,Munich,"24hr Reception, Room Service, Air Conditioning, TV, Nature Walks, Spa",383.81
